year,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1987,51,45461,73245,2516872,2476750,12096,16.94,8417,11.788,509538,274544,234994,11.085,20.573,426331,96375,329956,3.891,17.213,83207,3.36,34.427,5415,5515,38425
1988,51,48044,77955,2611424,2562026,11139,14.719,6582,8.698,403718,177958,225760,6.9460000000000015,15.758,306307,81895,224412,3.196,11.956,97411,3.802,23.911,4353,4503,34869
1989,51,49672,81924,2647112,2598169,13563,17.261,6865,8.737,452051,164248,287803,6.322,17.399,350889,85744,265145,3.3,13.505,101162,3.894,27.01,4359,4484,33706
1990,51,50912,83483,2748194,2673085,11635,14.362,6694,8.263,438866,160690,278176,6.011,16.418,288576,78492,210084,2.9360000000000004,10.796,150290,5.622000000000001,21.591,4618,4686,34410
1991,51,50377,87307,2707411,2704145,14878,17.792,7511,8.982000000000003,441349,224067,217282,8.286,16.320999999999998,437434,98293,339141,3.635,16.176,3915,0.145,32.353,4900,5005,46313
1992,51,50508,88019,2656204,2698343,11556,13.51,6595,7.71,400376,160583,239793,5.9510000000000005,14.838,485956,110326,375630,4.089,18.009,-85580,-3.172,29.676,4073,4188,52927
1993,51,52303,89072,2691205,2683004,11310,12.769,10309,11.639,419388,148324,271064,5.528,15.630999999999998,402626,147317,255309,5.4910000000000005,15.007,16762,0.625,30.013,4828,4995,45222
1994,51,54489,92035,2718599,2705330,12589,13.888,9817,10.83,434946,154983,279963,5.729,16.077,411174,153072,258102,5.658,15.199000000000002,23772,0.879,30.397,5172,5358,48875
1995,51,57125,95519,2828558,2774437,13595,14.5,10080,10.751,488238,194781,293457,7.021,17.598,381910,127364,254546,4.591,13.765,106328,3.832,27.531,5352,5558,50304
1996,51,60030,99571,2896890,2860958,15753,16.14,11818,12.108,529508,213958,315550,7.479,18.508,457726,174521,283205,6.1,15.999,71782,2.509,31.998,5914,6173,50721
1997,51,61841,102002,3014900,2960010,15328,15.199000000000002,13027,12.917,611714,240845,370869,8.137,20.666,498982,192631,306351,6.507999999999999,16.857,112732,3.809,33.715,6773,6997,63579
1998,51,63112,107733,3174709,3103642,18059,17.208,12486,11.897,670676,281272,389404,9.063,21.609,525725,226292,299433,7.291,16.939,144951,4.67,33.878,6431,6717,57262
1999,51,64156,111383,3272148,3231502,18574,16.94,15095,13.767,691692,300768,390924,9.307,21.405,614144,261643,352501,8.097000000000001,19.005,77548,2.4,38.01,6885,7222,69587
2000,51,66611,115807,3482641,3433870,20788,18.27,16740,14.712,757346,336602,420744,9.802,22.055,653420,282146,371274,8.217,19.029,103926,3.026,38.057,7200,7901,78784
2001,51,66119,125282,3792630,3652752,26326,21.849,16739,13.893,874015,449162,424853,12.297,23.928,603536,251456,352080,6.884,16.523,270479,7.405,33.046,8031,8563,90520
2002,51,63652,125014,3705470,3835195,21680,17.262,22835,18.182,775120,431318,343802,11.246,20.211,1032666,374834,657832,9.774,26.926,-257546,-6.715,40.421,8695,9062,125051
2003,51,63521,125200,3593747,3639268,17587,14.074000000000002,17100,13.685,561854,225595,336259,6.199,15.439,656826,296030,360796,8.134,18.048,-94972,-2.61,30.877,7222,7441,64881
2004,51,63318,125918,3452506,3529253,18354,14.634,17358,13.84,555990,189572,366418,5.371,15.754,704200,253204,450996,7.174,19.953,-148210,-4.199,31.508000000000006,6660,6976,52537
2005,51,63158,127063,3391273,3420853,15850,12.538,14555,11.514,471817,181734,290083,5.313,13.792,531372,177805,353567,5.198,15.533,-59555,-1.741,27.585,6454,6864,57334
2006,51,63300,129978,3418090,3411751,18609,14.489,15515,12.08,531644,211205,320439,6.191,15.583,524033,171734,352299,5.034,15.36,7611,0.223,30.719,6607,6923,54782
2007,51,62403,128014,3447019,3443886,17273,13.438,18313,14.248,580580,217367,363213,6.312,16.858,574729,237213,337516,6.888,16.688,5851,0.17,33.376999999999995,6244,6498,53420
2008,51,62258,128176,3385492,3389369,15983,12.457,16250,12.665,527210,196668,330542,5.8020000000000005,15.555,539533,181450,358083,5.354,15.918,-12323,-0.364,31.11,6198,6299,54324
2009,51,61242,125138,3285039,3357282,16625,13.071,20734,16.301,426875,186596,240279,5.558,12.715,571528,186531,384997,5.556,17.024,-144653,-4.309,25.43,6567,6819,57359
2010,51,60134,123564,3120535,3197383,13184,10.605,14691,11.817,365273,150721,214552,4.714,11.424,516081,170064,346017,5.319,16.141,-150808,-4.717,22.848000000000006,5937,6067,38793
2011,51,59819,125115,3146537,3137404,16714,13.443,15140,12.177,467610,197336,270274,6.29,14.904000000000002,451413,154923,296490,4.938,14.388,16197,0.516,28.776,5627,5757,37732
2012,51,61173,125538,3236594,3222810,14620,11.586,15909,12.608,501011,162426,338585,5.04,15.546,478367,186073,292294,5.774,14.843,22644,0.703,29.686,5223,5456,35591
2013,51,60992,123550,3248488,3224096,14323,11.566,14894,12.027,508706,187944,320762,5.829,15.778,461550,189210,272340,5.869,14.316,47156,1.463,28.631,5717,5920,44384
2014,51,62205,127830,3330216,3294962,17954,14.268,13964,11.097,524851,183906,340945,5.581,15.929,453291,139920,313371,4.246,13.757,71560,2.172,27.514,5430,5553,35051
2015,51,62916,128327,3365619,3349651,13714,10.695,13505,10.532,459184,131004,328180,3.911,13.708,426327,137149,289178,4.0939999999999985,12.728,32857,0.981,25.455,5849,6140,47692
2016,51,64493,134747,3377307,3352761,17420,13.229,11288,8.572000000000001,454705,174678,280027,5.21,13.562,404418,139167,265251,4.151,12.062,50287,1.5,24.124,6020,6261,41881
2017,51,65556,137317,3342315,3376123,16986,12.357,17265,12.56,492621,164582,328039,4.875,14.591,561109,164275,396834,4.8660000000000005,16.62,-68488,-2.029,29.183000000000003,6669,6908,54127
2018,51,66579,139379,3444145,3415810,15071,10.89,13090,9.459,479004,168980,310024,4.947,14.023,421850,136613,285237,3.999,12.35,57154,1.673,24.7,7104,7596,52817
1978,52,146165,230936,4030219,3922972,26155,11.518,18445,8.123,692564,197952,494612,5.046,17.654,475631,184386,291245,4.7,12.124,216933,5.53,24.249,8642,8763,38253
1979,52,150938,243413,4049592,3901430,28988,12.474,6929,2.982,650032,229509,420523,5.882999999999999,16.660999999999998,354107,86775,267332,2.224,9.076,295925,7.585,18.153,1705,1751,10773
1980,52,152475,249186,4169735,4070620,24274,10.078,7603,3.157,548892,201781,347111,4.957,13.484000000000002,350287,91340,258947,2.244,8.605,198605,4.879,17.211,2257,2442,14847
1981,52,154317,254674,4308464,4211815,24605,9.971,8772,3.555,579709,219637,360072,5.215,13.764,386170,92743,293427,2.202,9.169,193539,4.595,18.337,2218,2355,11612
1982,52,156226,256103,4723483,4498768,23735,9.471,12766,5.0939999999999985,862902,483795,379107,10.754,19.181,415541,96125,319416,2.137,9.237,447361,9.944,18.474,5259,5532,22096
1983,52,165690,267533,4668630,4469607,34296,13.668,1077,0.429,782287,309533,472754,6.925,17.502,388655,6887,381768,0.154,8.696,393632,8.807,17.391,824,824,4166
1984,52,170282,274298,4826548,4638099,31842,12.249,3150,1.212,802931,282881,520050,6.099,17.312,426344,16705,409639,0.36,9.192,376587,8.119,18.384,2542,2543,12877
1985,52,167726,273146,4877500,4681494,29670,11.38,4827,1.851,812425,248567,563858,5.31,17.354,421798,27086,394712,0.579,9.01,390627,8.344,18.02,3943,3944,22392
1986,52,161486,263069,4935003,4725771,23595,9.308,4432,1.7480000000000002,833587,230117,603470,4.869,17.639,415265,23225,392040,0.491,8.787,418322,8.852,17.574,3451,3453,17906
1987,52,160613,265351,5042876,4839192,31542,12.535,4104,1.631,843583,282660,560923,5.841,17.432000000000002,432819,24249,408570,0.501,8.943999999999997,410764,8.488,17.887999999999995,3286,3286,18808
1988,52,173894,295794,5141006,5016798,40734,14.745,1643,0.595,837453,336617,500836,6.71,16.692999999999998,583305,9002,574303,0.179,11.627,254148,5.066,23.254,1278,1279,7031
1989,52,176030,303404,5335151,5141176,44185,15.511,7097,2.491,948079,411302,536777,8.0,18.441,570496,42788,527708,0.8320000000000001,11.097,377583,7.3439999999999985,22.193,2448,2449,13364
1990,52,179003,312625,5562051,5385587,37860,12.792,4535,1.5319999999999998,936716,350253,586463,6.504,17.393,582997,33492,549505,0.622,10.825,353719,6.568,21.65,3592,3598,22498
1991,52,177681,336908,5700839,5606736,55663,17.831,6173,1.977,1132518,612038,520480,10.916,20.199,952422,61365,891057,1.094,16.987000000000002,180096,3.212,33.974000000000004,4663,4685,47528
1992,52,180687,343066,5682950,5553817,36493,11.186,2822,0.865,971211,311960,659251,5.617000000000001,17.487000000000002,713759,17965,695794,0.32299999999999995,12.852,257452,4.636,25.703000000000007,1955,1956,10802
1993,52,184264,341665,5538870,5593655,35669,10.414,37335,10.901,953573,303623,649950,5.428,17.047,1069703,469121,600582,8.387,19.124,-116130,-2.076,34.095,14599,15423,127902
1994,52,185450,350413,5510735,5523898,44205,12.777,35345,10.216,1039887,446300,593587,8.079,18.825,1058022,518280,539742,9.383,19.154,-18135,-0.328,37.65,16710,17423,255969
1995,52,185672,356900,5389119,5446396,39366,11.133,32767,9.267,768313,304365,463948,5.587999999999999,14.107,879695,320936,558759,5.893,16.152,-111382,-2.045,28.214,16036,17285,157622
1996,52,188829,363598,5478526,5423658,39486,10.974,31905,8.867,879938,337282,542656,6.2189999999999985,16.224,768916,269564,499352,4.97,14.177,111022,2.047,28.354,14034,15141,82987
1997,52,195521,374615,5710578,5630555,50379,13.621,40893,11.056,1153911,472727,681184,8.396,20.494,987476,440330,547146,7.82,17.538,166435,2.9560000000000004,35.076,14235,15208,87443
1998,52,198887,381685,5785500,5746303,47833,12.673,39333,10.421,1096343,401281,695062,6.983,19.079,1032159,425064,607095,7.397,17.962,64184,1.117,35.924,13510,14281,77199
1999,52,201330,391456,5966763,5889549,51430,13.327,40361,10.458,1137278,437158,700120,7.422999999999999,19.31,988664,426430,562234,7.24,16.787,148614,2.523,33.574,14826,16505,103675
2000,52,203240,397957,5926471,5927538,51738,13.11,45124,11.434,1092272,449297,642975,7.58,18.427,1096438,446915,649523,7.54,18.497,-4166,-0.07,36.854,15909,17375,97393
2001,52,208230,401344,6212579,6083744,53321,13.318,51397,12.837,1284326,558144,726182,9.174,21.111,1012347,424475,587872,6.977,16.64,271979,4.471,33.28,16350,17759,98389
2002,52,211506,417641,6466491,6389528,55198,13.466,39726,9.692,1278317,536135,742182,8.391,20.006,1119008,412761,706247,6.46,17.512999999999998,159309,2.4930000000000003,35.026,16625,17457,118198
2003,52,216146,428858,6394866,6410120,55052,13.038,41851,9.911,1095108,421355,673753,6.573,17.084,1136026,413364,722662,6.449,17.722,-40918,-0.638,34.168,15263,16006,73051
2004,52,223616,436571,6446471,6434634,53684,12.403,46231,10.681,1115879,443489,672390,6.892,17.342,1097604,443731,653873,6.896,17.058,18275,0.284,34.116,15324,15907,80386
2005,52,228472,444017,6399018,6425034,59114,13.452,49984,11.374,1036430,476656,559774,7.419,16.131,1082219,472610,609609,7.356,16.844,-45789,-0.713,32.262,16796,17552,89988
2006,52,233739,463327,6599926,6495384,65945,14.565,44789,9.893,1190747,541925,648822,8.343,18.332,980593,399153,581440,6.145,15.097,210154,3.235,30.194000000000006,19426,19922,81571
2007,52,236646,476679,6642712,6662255,62119,13.186,50937,10.813,1122914,454169,668745,6.817,16.855,1162388,444510,717878,6.6720000000000015,17.447,-39474,-0.593,33.71,19351,20321,103716
2008,52,228664,471365,6462007,6531087,49224,10.399,53161,11.231,976046,389488,586558,5.964,14.945,1109936,428408,681528,6.56,16.995,-133890,-2.05,29.889,24100,25602,129715
2009,52,218159,455104,6161521,6283112,41130,8.907,54506,11.803,785658,320156,465502,5.096,12.504,1028097,329475,698622,5.244,16.363,-242439,-3.859,25.009,23673,25254,105675
2010,52,214301,444081,5912624,6034231,39158,8.717,49439,11.005,771974,290979,480995,4.822,12.793,1012562,334316,678246,5.54,16.78,-240588,-3.987,25.586,18101,19291,79537
2011,52,211265,439006,5892809,5898555,37832,8.568999999999999,42798,9.694,750487,251507,498980,4.2639999999999985,12.723,764667,250561,514106,4.248,12.964,-14180,-0.24,25.446,17056,17961,67885
2012,52,210757,443350,5984748,5944176,42782,9.708,37469,8.502,849261,287844,561417,4.842,14.287,770128,284223,485905,4.782,12.956,79133,1.331,25.912,14497,15220,56826
2013,52,211468,437268,6025719,5997216,35669,8.107999999999999,40978,9.315,774739,226207,548532,3.772,12.918,719198,255387,463811,4.258,11.992,55541,0.926,23.984,13939,14451,70031
2014,52,211857,440994,6092006,6073002,37801,8.618,33030,7.5310000000000015,773172,279159,494013,4.597,12.731,737989,200338,537651,3.299,12.152,35183,0.579,24.304,13950,14420,53787
2015,52,213043,442096,6105920,6073687,39086,8.859,37303,8.455,812379,253656,558723,4.176,13.375,744887,220579,524308,3.632,12.264,67492,1.111,24.528,14113,14753,57518
2016,52,214140,452405,6290881,6189304,42722,9.554,32204,7.202000000000001,864519,276074,588445,4.461,13.968,664889,199501,465388,3.2230000000000003,10.743,199630,3.225,21.485,14638,15310,63940
2017,52,214012,446458,6295298,6291936,34074,7.586,39527,8.8,859875,303350,556525,4.8210000000000015,13.666,854513,301821,552692,4.797,13.581,5362,0.085,27.162,15247,15897,66565
2018,52,213970,447615,6460189,6373226,37074,8.301,35134,7.866,936492,405048,531444,6.355,14.694,761220,212377,548843,3.332,11.944,175272,2.75,23.888,16554,17867,78262
1978,53,168607,177394,1014197,967016,30507,17.538,23613,13.575,297058,129044,168014,13.345,30.719,201870,99105,102765,10.249,20.876,95188,9.843,41.75100000000001,(S),(S),59388
1979,53,178133,188106,1108670,1034075,32198,18.408,5804,3.318,304747,125365,179382,12.123,29.471,156512,41420,115092,4.006,15.135,148235,14.335,30.271,3509,3556,16212
1980,53,177174,187547,1104024,1073215,28283,15.982,7116,4.021,265452,110009,155443,10.25,24.734,204848,48104,156744,4.482,19.087,60604,5.647,38.175,4511,4586,19574
1981,53,174957,185903,1127259,1090108,25623,14.495,7355,4.1610000000000005,263717,112840,150877,10.351,24.192,190771,41723,149048,3.827,17.5,72946,6.692,35.0,4287,4422,16648
1982,53,166730,178453,1114737,1097819,24342,14.026,14545,8.381,250747,105516,145231,9.611,22.84,217055,59007,158048,5.375,19.771,33692,3.069,39.543,11020,11101,34878
1983,53,169500,181564,1130940,1091429,27215,15.92,5981,3.499,260585,115209,145376,10.556,23.876,183526,32980,150546,3.022,16.815,77059,7.06,33.63,4071,4134,17928
1984,53,176818,191131,1266124,1167238,33757,18.938,8000,4.488,356282,173332,182950,14.85,30.524,155429,34292,121137,2.938,13.316,200853,17.208,26.632,5871,5956,23523
1985,53,180584,196005,1352665,1268207,34446,18.723,10383,5.644,355107,152481,202626,12.023,28.001,187653,48247,139406,3.804,14.797,167454,13.204,29.593000000000004,7781,7855,30922
1986,53,175778,192462,1374658,1305446,30138,16.503,10447,5.721,347123,137196,209927,10.51,26.59,208250,50102,158148,3.838,15.952,138873,10.638,31.905,7825,7930,34519
1987,53,180532,199499,1404181,1338259,36052,19.22,12198,6.502999999999999,375582,172681,202901,12.903,28.065,246013,80307,165706,6.001,18.383,129569,9.682,36.766,8519,8649,40153
1988,53,197455,220209,1538460,1458823,36458,17.631,9606,4.645,398252,185799,212453,12.736,27.3,238381,48820,189561,3.347,16.340999999999998,159871,10.959,32.681,7089,7319,32646
1989,53,200658,224978,1607790,1529615,35443,16.637999999999998,11544,5.419,391428,166015,225413,10.853,25.59,235605,55793,179812,3.648,15.403,155823,10.187,30.806,8507,8872,36901
1990,53,202282,228351,1671500,1600867,34005,15.561,14369,6.575,389749,174233,215516,10.884,24.346,249391,60397,188994,3.773,15.579,140358,8.767999999999999,31.157,11174,11526,47717
1991,53,192296,226126,1567513,1543988,36575,16.930999999999994,16382,7.582999999999998,376251,204877,171374,13.269,24.369,330064,85050,245014,5.507999999999999,21.377,46187,2.991,42.755,12365,12708,60200
1992,53,193579,229938,1567069,1535455,31280,14.182,12537,5.684,345690,148767,196923,9.689,22.514,281988,56804,225184,3.699,18.365,63702,4.149,36.73,8575,9011,37424
1993,53,198178,234559,1605360,1589220,30869,13.277,26746,11.504,349788,133553,216235,8.404,22.01,317593,127026,190567,7.9929999999999986,19.984,32195,2.026,39.968,18886,19316,77748
1994,53,201840,239979,1640706,1622465,32152,13.539,27131,11.425,345489,148960,196529,9.181,21.294,311958,125314,186644,7.724,19.227,33531,2.067,38.455,19401,20083,79534
1995,53,203986,244949,1687373,1662584,32717,13.494000000000002,27737,11.44,354420,152732,201688,9.186,21.317,304773,122670,182103,7.377999999999999,18.331,49647,2.986,36.663,20219,20897,82889
1996,53,204625,246802,1655887,1662627,30905,12.581,28608,11.646,324477,132714,191763,7.982,19.516,334703,125881,208822,7.5710000000000015,20.131,-10226,-0.615,39.032,20372,21300,87330
1997,53,206352,252816,1710527,1682248,34037,13.571,30031,11.973,387526,158528,228998,9.424,23.036,331979,152403,179576,9.059,19.734,55547,3.302,39.469,20944,21713,97763
1998,53,209010,256543,1786003,1761835,31617,12.390999999999998,28843,11.304,382577,148814,233763,8.447000000000001,21.715,333014,143173,189841,8.126,18.902,49563,2.813,37.803,18856,20108,88055
1999,53,211346,264493,1851681,1826638,35299,13.519,28528,10.925999999999998,385209,178163,207046,9.754,21.088,335504,140786,194718,7.707000000000002,18.367,49705,2.721,36.735,19759,20725,88734
2000,53,211493,265457,1909224,1885008,30872,11.645,30193,11.389,371307,146433,224874,7.768,19.698,320959,140844,180115,7.472,17.027,50348,2.6710000000000003,34.054,19400,20458,79034
2001,53,212534,270673,1959754,1941542,33020,12.295,28784,10.718,371844,157824,214020,8.129,19.152,334995,133388,201607,6.87,17.254,36849,1.898,34.508,19111,19855,77059
2002,53,218515,279892,1937302,1948988,35891,12.953,30259,10.921,375074,171188,203886,8.783,19.245,399570,158575,240995,8.136000000000001,20.501,-24496,-1.257,38.489,18989,19746,94753
2003,53,226023,288027,2036861,1998790,36483,12.839,28738,10.114,396800,152059,244741,7.608,19.852,321431,125662,195769,6.287000000000001,16.081,75369,3.771,32.163000000000004,18156,18700,69890
2004,53,233533,298198,2076443,2053521,39409,13.466,28335,9.682,369986,158783,211203,7.732,18.017,322292,128705,193587,6.268,15.695,47694,2.323,31.389,18467,19521,79100
2005,53,243017,312159,2114308,2096396,46599,15.286,31964,10.485,395172,196214,198958,9.36,18.85,359450,127709,231741,6.0920000000000005,17.146,35722,1.704,34.292,20871,21870,76247
2006,53,251224,326598,2180239,2144594,52391,16.408,37780,11.832,426119,201083,225036,9.376,19.869,354121,146493,207628,6.831,16.512,71998,3.357,33.025,26401,26867,91461
2007,53,251458,327478,2174188,2174018,45471,13.935,43147,13.222,419843,174591,245252,8.031,19.312,420403,170037,250366,7.8210000000000015,19.338,-560,-0.026,38.624,27747,28175,91621
2008,53,239489,317713,2133236,2149396,38728,12.007,48419,15.011,381563,153802,227761,7.1560000000000015,17.752,413968,177005,236963,8.235,19.26,-32405,-1.508,35.504,31524,31916,99398
2009,53,226684,305014,1998849,2080241,31881,10.185,47911,15.306,290073,124895,165178,6.004,13.944,454478,185192,269286,8.902000000000003,21.847,-164405,-7.903,27.888,28723,29151,92964
2010,53,223863,303058,1928323,1958491,34301,11.29,35816,11.789,290280,135469,154811,6.917000000000002,14.822,349929,143659,206270,7.335,17.867,-59649,-3.0460000000000003,29.643,21563,22003,68798
2011,53,220746,299010,1904500,1916176,34674,11.531,38067,12.659,289796,125565,164231,6.553,15.124,314551,148155,166396,7.732,16.416,-24755,-1.2919999999999998,30.247,20999,24366,81575
2012,53,223968,302358,1898796,1895425,36254,12.041,33724,11.201,346371,153021,193350,8.073,18.274,337942,129064,208878,6.809,17.829,8429,0.445,35.659,18036,18837,59439
2013,53,229304,307971,1940556,1921372,37687,12.364,31375,10.293,335189,142833,192356,7.434,17.445,297258,127484,169774,6.635,15.470999999999998,37931,1.974,30.942,17402,17801,58439
2014,53,234213,316845,2006440,1971080,38171,12.219,29272,9.37,344109,143997,200112,7.305,17.458,271115,112110,159005,5.688,13.755,72994,3.703,27.509,17932,18332,59684
2015,53,239671,324886,2060756,2034481,38318,11.946,30075,9.376,326762,134185,192577,6.596,16.061,274451,118075,156376,5.8039999999999985,13.49,52311,2.571,26.98,18730,19215,64367
2016,53,246001,335729,2102125,2075512,41764,12.647,30745,9.31,341716,153914,187802,7.416,16.464000000000002,290042,113777,176265,5.482,13.974,51674,2.49,27.949,19663,20010,67691
2017,53,252218,347130,2148060,2126307,44186,12.944,32675,9.572,353571,141494,212077,6.654,16.628,306959,120344,186615,5.66,14.436,46612,2.192,28.873,21243,21746,71018
2018,53,259636,354835,2213180,2179377,41479,11.82,33683,9.598,363425,140483,222942,6.4460000000000015,16.676,296906,121168,175738,5.56,13.623,66519,3.052,27.247,23196,23876,74099
1978,54,235184,249937,2202280,2102184,42625,17.652,25699,10.643,545018,210338,334680,10.006,25.926,345876,166175,179701,7.905,16.453,199142,9.473,32.906,17877,18163,103978
1979,54,252893,268528,2427814,2319325,44972,17.331,26888,10.362,542186,207450,334736,8.943999999999997,23.377,324270,134282,189988,5.79,13.981,217916,9.396,27.962,19512,19712,78319
1980,54,264151,280378,2533389,2491715,44608,16.253,32782,11.944,500911,194089,306822,7.789,20.103,415650,178030,237620,7.145,16.680999999999994,85261,3.422,33.363,24245,24394,93452
1981,54,277210,294892,2703692,2622668,46207,16.073,31377,10.915,550057,213682,336375,8.148,20.973000000000006,387658,131451,256207,5.012,14.781,162399,6.192,29.562,21715,21901,72738
1982,54,278221,296887,2616683,2579693,48843,16.746,38397,13.165,560928,236057,324871,9.151,21.744,487644,180346,307298,6.9910000000000005,18.903,73284,2.841,37.806,28525,28679,105769
1983,54,314513,335281,2923647,2888355,57688,17.867,32867,10.18,570728,241221,329507,8.352,19.76,501947,156783,345164,5.428,17.378,68781,2.381,34.757,23447,23699,96989
1984,54,335022,356548,3200857,3064857,60163,17.428,37501,10.863,716668,265117,451551,8.65,23.383000000000006,443997,170128,273869,5.551,14.487,272671,8.897,28.973000000000006,27560,27785,111154
1985,54,351403,373823,3462640,3328836,63603,17.457,44625,12.248,786908,291559,495349,8.759,23.639,517869,217980,299889,6.547999999999999,15.557,269039,8.082,31.114,33714,33951,150756
1986,54,367095,391293,3679165,3565088,64341,16.873,44426,11.65,801476,295866,505610,8.299,22.481,571585,213669,357916,5.9929999999999986,16.033,229891,6.448,32.066,33040,33238,145179
1987,54,385016,411885,3972781,3878478,66447,16.474,49355,12.237,882957,321347,561610,8.285,22.766,692828,281617,411211,7.261,17.863,190129,4.902,35.727,36197,36410,171579
1988,54,401018,430242,4248849,4130510,69793,16.57,51690,12.272,933820,356416,577404,8.629,22.608,698425,267553,430872,6.477,16.909000000000002,235395,5.699,33.818000000000005,38379,38762,165937
1989,54,412211,442851,4525152,4384349,66567,15.296,51239,11.774,985908,356206,629702,8.124,22.487,706153,295098,411055,6.731,16.105999999999998,279755,6.381,32.212,38356,38765,165728
1990,54,424031,456210,4765355,4647529,66176,14.757,50633,11.291,938732,333323,605409,7.1720000000000015,20.199,705150,251896,453254,5.42,15.173,233582,5.026,30.345,38525,38853,173422
1991,54,423111,459400,4673197,4689686,65745,14.486,54633,12.038,825179,312872,512307,6.671,17.596,860870,327329,533541,6.98,18.357,-35691,-0.7609999999999999,35.191,41216,41628,214282
1992,54,431870,469441,4641025,4626626,63211,13.64,51182,11.044,857513,304791,552722,6.587999999999999,18.534,823793,331496,492297,7.165,17.805,33720,0.7290000000000001,35.611,35999,36323,221163
1993,54,447282,484250,4826381,4776679,65564,13.776,48940,10.283,885079,304698,580381,6.379,18.529,790268,228840,561428,4.791,16.544,94811,1.985,33.089,34094,35891,138022
1994,54,463728,502384,4957471,4884451,68308,13.863,49006,9.946,892558,310384,582174,6.355,18.273,745066,244809,500257,5.012,15.254,147492,3.02,30.508000000000006,35347,35775,147944
1995,54,483572,524295,5191008,5068236,73275,14.299,49578,9.675,977511,364030,613481,7.183,19.287,730808,237654,493154,4.689,14.419,246703,4.868,28.839,36021,36481,143276
1996,54,501888,544487,5431497,5329383,75193,14.104,52447,9.838,1008506,359416,649090,6.744,18.924,805931,276944,528987,5.197,15.122,202575,3.801,30.245,38420,38881,158364
1997,54,518998,562463,5652670,5503479,80442,14.582,58821,10.663,1203893,423586,780307,7.697,21.875,903090,343486,559604,6.2410000000000005,16.409000000000002,300803,5.466,32.819,42043,42653,201681
1998,54,542549,588988,6214123,5966453,84618,14.695,58281,10.121,1367246,512739,854507,8.594,22.916,869393,315927,553466,5.295,14.571,497853,8.344,29.143,40183,40581,163603
1999,54,559919,610736,6583141,6411749,84336,14.065,62126,10.361,1340705,462836,877869,7.2189999999999985,20.91,995887,356818,639069,5.565,15.532,344818,5.377999999999999,31.064,43314,43894,190778
2000,54,571296,625332,6974856,6771093,82372,13.345999999999998,66159,10.719,1454785,506010,948775,7.473,21.485,1045005,393263,651742,5.808,15.433,409780,6.0520000000000005,30.867,45963,46552,200792
2001,54,584159,640843,7276186,7121592,86344,13.633,71324,11.262,1499032,520290,978742,7.306,21.049,1190220,428537,761683,6.017,16.713,308812,4.336,33.426,48820,49393,231756
2002,54,590196,652952,7040276,7168479,90934,14.014,82786,12.758,1419928,613060,806868,8.552,19.808,1679796,(S),987158,(S),23.433000000000003,-259868,-3.625,39.616,54433,55008,312788
2003,54,597800,661396,7141911,7108896,86207,13.113,78263,11.904000000000002,1313164,455325,857839,6.405,18.472,1253585,445847,807738,6.272,17.634,59579,0.838,35.268,52377,52907,227921
2004,54,610742,678168,7232381,7184936,89524,13.36,73390,10.952,1261069,457165,803904,6.363,17.552,1169733,448970,720763,6.249,16.28,91336,1.271,32.561,49626,50202,233277
2005,54,627833,696072,7390605,7317672,91690,13.332,75054,10.913,1288773,453027,835746,6.191,17.612000000000005,1137724,387924,749800,5.301,15.548,151049,2.064,31.095,50437,51043,210184
2006,54,647888,722571,7777098,7590287,107001,15.084,80629,11.366,1483193,526674,956519,6.939,19.541,1110819,417233,693586,5.497000000000001,14.635,372374,4.9060000000000015,29.269,56432,56919,235136
2007,54,657506,732969,7788152,7742816,95468,13.167,79608,10.98,1371814,450877,920937,5.823,17.717,1286274,449528,836746,5.806,16.612000000000002,85540,1.105,33.225,53759,54172,225037
2008,54,660549,736037,7900187,7840634,88470,12.037,86390,11.754,1338369,445390,892979,5.681,17.07,1213963,456107,757856,5.817,15.483,124406,1.587,30.966,58263,58726,225341
2009,54,648313,729216,7771643,7862371,83850,11.439,91513,12.484000000000002,1195994,466677,729317,5.936,15.212,1376422,464092,912330,5.903,17.506,-180428,-2.295,30.423,61658,62167,250598
2010,54,644247,728370,7703682,7749135,86625,11.887,87369,11.989,1153854,432607,721247,5.582999999999998,14.89,1246574,391280,855294,5.049,16.087,-92720,-1.197,29.78,56423,57012,210631
2011,54,645696,732521,7817154,7769225,89214,12.216,84734,11.603,1262390,403930,858460,5.199,16.249000000000002,1170669,423238,747431,5.448,15.068,91721,1.181,30.136,56034,56608,203023
2012,54,652855,737308,7899734,7852495,88110,12.01,80819,11.015999999999998,1290407,413502,876905,5.266,16.433,1193804,438574,755230,5.585,15.203,96603,1.23,30.406,51677,52284,209844
2013,54,660467,747116,8112366,7970849,91331,12.304,81702,11.007,1388924,530123,858801,6.651,17.425,1106963,414172,692791,5.1960000000000015,13.888,281961,3.537,27.775,52685,53004,211374
2014,54,667692,759347,8412878,8293177,93272,12.38,81449,10.81,1348106,457745,890361,5.52,16.256,1110026,362944,747082,4.376,13.385,238080,2.8710000000000004,26.77,54023,54634,196831
